Epoch;accuracy;precision;sensitivity;specifity;f1score
0;0,89444;0,4793865151302851;0,4632126032799763;0,9412953073716084;0,41346165033875526
1;0,9799;0,9002019812969742;0,899229231633994;0,9888443757171492;0,8987760759134581
2;0,98994;0,9498969470037135;0,9496486833776553;0,9944089648911902;0,9495341089887512
3;0,9922799999999998;0,9619717356761882;0,9612696167639297;0,995710972300911;0,9612588243285405
4;0,99344;0,9673290343853035;0,9668948352529391;0,9963563703607303;0,9669592354361735
