Epoch;accuracy;precision;sensitivity;specifity;f1score
0;0,9301600000000001;0,6512120058597156;0,6478311365818763;0,9611879239276344;0,6459457749816432
1;0,93994;0,7101971256211701;0,6978155584903336;0,9666432110696219;0,6956198415319724
2;0,94026;0,7056177856392506;0,6978355181950889;0,9667643103934793;0,6960636730144707
3;0,9440000000000002;0,7211590745671458;0,7178365599992088;0,9688689165143618;0,7161117365567768
4;0,9458200000000001;0,7313060423466315;0,7276489043101486;0,969896029365071;0,7253762018207829
