Epoch;accuracy;precision;sensitivity;specifity;f1score
0;0,95898;0,7972870897840922;0,792746626874338;0,9772307299178168;0,7910428307982702
1;0,9829000000000001;0,9136348863644921;0,9135397939629577;0,990511087170999;0,9133519600749802
2;0,9880599999999999;0,9406654528096018;0,9398763523046032;0,9933697784585116;0,9395450057066727
3;0,99142;0,9569492714329492;0,9565234326809436;0,9952346110960567;0,9566379001863803
4;0,9929799999999999;0,9645409677199923;0,9646456641827997;0,9961038144827435;0,9645494771326577
