Epoch;accuracy;precision;sensitivity;specifity;f1score
0;0,9865000000000002;0,9325791898366237;0,93191663394313;0,992508343007444;0,9317492129360817
1;0,99366;0,9681047396240048;0,9680467093786218;0,9964797298552387;0,9680374095127426
2;0,9916799999999999;0,9586405615349785;0,9577453151093243;0,9953757683797362;0,9580350084206897
3;0,9955999999999999;0,9780159599275011;0,9777437305080863;0,9975549787636039;0,9778478389450738
4;0,9956399999999999;0,9782677806377384;0,9780193185611324;0,9975786920229368;0,9780517464345291
