Epoch;accuracy;precision;sensitivity;specifity;f1score
0;0,98884;0,9440092900620497;0,9439720015785922;0,9938058376046717;0,94372915489408
1;0,9938199999999998;0,9690405055855434;0,9689580227075808;0,9965675083620065;0,9689305996381457
2;0,9820399999999999;0,9115432287160571;0,9089330568760163;0,9900186122228855;0,9095946918679619
3;0,9951799999999998;0,9759030317593821;0,9756639643073735;0,997322314524087;0,9757274528781874
4;0,9966000000000002;0,9828952458803991;0,9829638902922809;0,998113053994339;0,9828766815815776
